code_postal,rooms,epoque,furnished,ref,refmaj,refmin
75002,2,inf1946,meuble,33.41165302256437,40.13015078147391,23.374371875127945
75003,2,inf1946,meuble,33.29721869392957,39.996627210396774,23.298052908858622
75004,2,inf1946,meuble,33.74068119717679,40.514117037548765,23.593779446003317
75005,2,inf1946,meuble,32.26474130618365,38.74509418199014,22.578434461684
75006,2,inf1946,meuble,33.81636001207492,40.57562219394733,23.657514550858057
75007,2,inf1946,meuble,33.69591514900522,40.395129951234665,23.597125965361236
75008,2,inf1946,meuble,32.923442269813705,39.509799884494576,23.028646745684014
75009,2,inf1946,meuble,31.272735569684748,37.54727003906118,21.898425886619652
75010,2,inf1946,meuble,29.677696018022505,35.622906302032284,20.784070530013537
75011,2,inf1946,meuble,29.48273340917516,35.37928424623769,20.637911184460048
75012,2,inf1946,meuble,27.641833197888282,33.16054283772705,19.36375323227025
75013,2,inf1946,meuble,28.603559191750467,34.31543034564778,20.01935685107118
75014,2,inf1946,meuble,29.80352191061965,35.77454866462223,20.857002459215146
75015,2,inf1946,meuble,28.759418335176324,34.50092194032356,20.147147613067077
75016,2,inf1946,meuble,30.036895522378266,36.019899760961835,21.031917394126772
75017,2,inf1946,meuble,30.30890555649161,36.36063510230234,21.23129701065063
75018,2,inf1946,meuble,27.88950775964045,33.45841298632264,19.52490764570012
75019,2,inf1946,meuble,26.777705566841796,32.097085708924766,18.758202173984056
75020,2,inf1946,meuble,27.12258198545369,32.517912028387315,18.999777572336903
75116,2,inf1946,meuble,30.036895522378266,36.019899760961835,21.031917394126772
