seloger_quartier,code_postal,rooms,epoque,furnished,ref,refmaj,refmin
Rennes,75006,1,1946-1970,meuble,39.3853768699124,47.28245224389487,27.58947134633693
Saint Germain des Prés,75006,1,1946-1970,meuble,36.91642886199944,44.31971463439933,25.8118287806396
Saint Placide,75006,1,1946-1970,meuble,39.34833139360824,47.23787614179003,27.563710444985908
Ecole Militaire,75007,1,1946-1970,meuble,39.271987423418615,47.14645005906685,27.510456347357547
Gros Caillou,75007,1,1946-1970,meuble,39.393581090667,47.29231223649652,27.595521691163025
Invalides,75007,1,1946-1970,meuble,39.4,47.3,27.6
Saint Thomas d'Aquin,75007,1,1946-1970,meuble,39.384559814291464,47.281471777149754,27.588883066289856
Seine et Berges,75007,1,1946-1970,meuble,37.34851472316839,44.83899223701501,26.144849880914368
Elysées-Madeleine,75008,1,1946-1970,meuble,36.9,44.3,25.8
Europe,75008,1,1946-1970,meuble,33.86074616173783,40.65294827263378,23.67340178913091
Hoche-Friedland,75008,1,1946-1970,meuble,36.87732427456238,44.27278912947487,25.784191686560554
Mairie,75008,1,1946-1970,meuble,34.25674518243097,41.12819050562756,23.95018181035842
Parc Monceau,75008,1,1946-1970,meuble,33.894577177576075,40.69349261309131,23.696860120730605
Saint Philippe du Roule,75008,1,1946-1970,meuble,36.18378795037003,43.440545540444035,25.298651565259025
Triangle d'Or,75008,1,1946-1970,meuble,36.889263034575265,44.28711564149031,25.792484124202684
Clichy-Trinité,75009,1,1946-1970,meuble,33.18861290898946,39.78750892190869,23.192402232517598
Lafayette-Richer,75009,1,1946-1970,meuble,33.98855528155093,40.759507733478685,23.755595468765215
Lorette-Martyrs,75009,1,1946-1970,meuble,33.20767879767556,39.809339078254055,23.20539591188012
Provence Opéra,75009,1,1946-1970,meuble,36.89958840701915,44.299499413942215,25.799710772499946
Trudaine-Maubeuge,75009,1,1946-1970,meuble,33.13329241227967,39.7217805242368,23.153990799658718
Chateau d'Eau-Lancry,75010,1,1946-1970,meuble,29.380224832087954,35.217865999596775,20.527753583552794
Faubourg du Temple-Hôpital Saint Louis,75010,1,1946-1970,meuble,29.2,35.0,20.4
Grange Aux Belles-Terrage,75010,1,1946-1970,meuble,29.310554107454447,35.132858879372705,20.477653813054534
Louis Blanc-Aqueduc,75010,1,1946-1970,meuble,32.605591814957556,39.08678896356135,22.784190020113265
Porte Saint Denis-Paradis,75010,1,1946-1970,meuble,33.204956478986816,39.80605791876167,23.20357967926826
Saint Vincent de Paul-Lariboisière,75010,1,1946-1970,meuble,33.15777795369921,39.74933354443905,23.170444567589445
Bastille-Popincourt,75011,1,1946-1970,meuble,29.36523967787597,35.22005680890704,20.537428831239243
Belleville-Saint Maur,75011,1,1946-1970,meuble,29.488928970225476,35.38547295105365,20.641008465940907
Léon-Blum Folie-Regnault,75011,1,1946-1970,meuble,29.247044410246566,35.06274681557562,20.43922461045233
Nation-Alexandre Dumas,75011,1,1946-1970,meuble,29.79766802033424,35.79681986241068,20.8980435856094
République-Saint Ambroise,75011,1,1946-1970,meuble,29.595838272634754,35.51959015521791,20.72167101890054
Aligre-Gare de Lyon,75012,1,1946-1970,meuble,29.301005008134826,35.122441008276624,20.471259553189828
Bel-Air Nord,75012,1,1946-1970,meuble,28.80992034019084,34.61174005684763,20.20661356432445
Bel-Air Sud,75012,1,1946-1970,meuble,29.094323063690148,34.95318767642818,20.39621537579343
Bercy,75012,1,1946-1970,meuble,28.80907013107186,34.610854724476695,20.206022226706626
Bois de Vincennes,75012,1,1946-1970,meuble,29.612797731210726,35.575357277452866,20.741865154140484
Jardin de Reuilly,75012,1,1946-1970,meuble,29.73080134782399,35.71688257558247,20.82046836371073
Nation-Picpus,75012,1,1946-1970,meuble,30.27931262089667,36.37517514507599,21.18628489286661
Seine et Berges,75012,1,1946-1970,meuble,30.169475467302433,36.215374566910256,21.137952053230002
Vallée de Fécamp,75012,1,1946-1970,meuble,30.296766349658792,36.39611961959054,21.197844233105858
Bièvres Sud Tolbiac,75013,1,1946-1970,meuble,28.301853677652403,34.002059641836,19.8012357851016
Buttes Aux Cailles-Glacière,75013,1,1946-1970,meuble,28.511959056744864,34.25086019706922,19.947220854172908
Croulebarbe,75013,1,1946-1970,meuble,33.210563673745035,39.81308907598692,23.207807239114402
Dunois-Bibliothèque-Jeanne-d'Arc,75013,1,1946-1970,meuble,29.109796359827765,34.91259531977855,20.406997399876975
Nationale-Deux Moulins,75013,1,1946-1970,meuble,29.110281498775116,34.913238158365935,20.407339685804907
Olympiades-Choisy,75013,1,1946-1970,meuble,28.767588722352322,34.52603731264635,20.15069154176424
Patay-Masséna,75013,1,1946-1970,meuble,29.1,34.9,20.4
Salpêtrière-Austerlitz,75013,1,1946-1970,meuble,29.803773816474504,35.80438817852231,20.90253215618736
Didot-Porte de Vanves,75014,1,1946-1970,meuble,28.395823693833545,34.113830233926286,19.866023980340064
Jean Moulin-Porte d'Orléans,75014,1,1946-1970,meuble,29.791670013692144,35.789132385554105,20.89323762021689
Montsouris Dareau,75014,1,1946-1970,meuble,29.219959791219623,35.02475979363594,20.414364521566903
Mouton Duvernet,75014,1,1946-1970,meuble,30.285107736200374,36.368010756054126,21.221747417662332
Pernety,75014,1,1946-1970,meuble,28.923392897266236,34.745287213137004,20.243480022716273
Raspail-Montparnasse,75014,1,1946-1970,meuble,32.67731754520947,39.18238978883467,22.838500733221256
Alleray Procession,75015,1,1946-1970,meuble,30.39383465893632,36.49260159072359,21.255560954434152
Cambronne-Garibaldi,75015,1,1946-1970,meuble,32.38106707682388,38.877421870182516,22.686690349979763
Citroën-Boucicaut,75015,1,1946-1970,meuble,30.8,37.0,21.6
Dupleix-Motte Picquet,75015,1,1946-1970,meuble,30.82342371482013,37.028050447029514,21.61633858961945
Emeriau-Zola,75015,1,1946-1970,meuble,30.8,37.0,21.6
Georges Brassens,75015,1,1946-1970,meuble,29.89622773962037,35.89552208973394,20.897410858219356
Pasteur Montparnasse,75015,1,1946-1970,meuble,32.39347091887319,38.89219695182406,22.695381869446894
Saint Lambert,75015,1,1946-1970,meuble,29.903038356301096,35.903713546590225,20.902363166011963
Seine et Berges,75015,1,1946-1970,meuble,31.223606152774178,37.50588129032691,21.888367179047737
Vaugirard-Parc des Expositions,75015,1,1946-1970,meuble,30.388193372943526,36.496680789153196,21.279705956733853
Violet Commerce,75015,1,1946-1970,meuble,30.78712812397173,36.984183382125636,21.589769295994508
Auteuil Nord,75016,1,1946-1970,meuble,30.814990824713334,37.01789227465785,21.610155074805807
Auteuil Sud,75016,1,1946-1970,meuble,30.8,37.0,21.6
Bois de Boulogne,75016,1,1946-1970,meuble,32.68109159703203,39.24516419857779,22.8743039277891
Chaillot,75016,1,1946-1970,meuble,33.91362634899786,40.71635161879743,23.70963199484406
Muette Nord,75016,1,1946-1970,meuble,33.9,40.7,23.7
Muette Sud,75016,1,1946-1970,meuble,33.88068145471563,40.676942381434785,23.686913243517036
Porte Dauphine,75016,1,1946-1970,meuble,33.9,40.7,23.7
Batignolles-Cardinet,75017,1,1946-1970,meuble,29.733475260972984,35.71085656079538,20.843786089932443
Champerret-Berthier,75017,1,1946-1970,meuble,32.40150503248814,38.90180603898577,22.701003354992093
Clichy-Batignolles,75017,1,1946-1970,meuble,29.801784859406645,35.80190246126926,20.90101003156593
Courcelles-Wagram,75017,1,1946-1970,meuble,32.42778381121251,38.93334057345501,22.71909203779905
Epinettes-Bessières,75017,1,1946-1970,meuble,29.20595321665186,35.007934503634544,20.40495555638265
La Fourche-Guy Môquet,75017,1,1946-1970,meuble,29.20825765867001,35.01051121750298,20.4060081426252
Legendre-Lévis,75017,1,1946-1970,meuble,31.339716283237735,37.63583036468899,21.965908106146102
Pereire-Malesherbes,75017,1,1946-1970,meuble,32.07433882851466,38.5117116801521,22.474542265894765
Ternes-Maillot,75017,1,1946-1970,meuble,32.43496919318559,38.9419630318227,22.723889308216883
Amiraux-Simplon-Poissonniers,75018,1,1946-1970,meuble,29.57228565677084,35.473833325614,20.670793783581754
Charles-Hermite-Evangile,75018,1,1946-1970,meuble,29.100949354022944,34.90094935402294,20.4
Clignancourt-Jules Joffrin,75018,1,1946-1970,meuble,30.3,36.4,21.2
Goutte d'Or-Château Rouge,75018,1,1946-1970,meuble,29.638479217437613,35.55697616817774,20.718485867426054
Grandes Carrières-Clichy,75018,1,1946-1970,meuble,30.299940669503556,36.39992448845907,21.19995685054804
La Chapelle-Marx Dormoy,75018,1,1946-1970,meuble,29.13825219305428,34.94187152021782,20.41266764507242
Montmartre,75018,1,1946-1970,meuble,30.313864873126366,36.416255368492976,21.209561981466457
Moskowa-Porte Montmartre-Porte de Clignancourt,75018,1,1946-1970,meuble,30.298437931016867,36.39801191220329,21.19886394983045
Bas Belleville,75019,1,1946-1970,meuble,28.818142302571733,34.61814230257174,20.20907115128587
Bassin de la Villette,75019,1,1946-1970,meuble,29.100072589879716,34.90007546966322,20.40001007924229
Buttes Chaumont,75019,1,1946-1970,meuble,28.871226639687194,34.67122663968719,20.24714271384058
Danube-Porte des Lilas,75019,1,1946-1970,meuble,29.099618933416195,34.89961893341619,20.399745955610793
Flandre-Aubervilliers,75019,1,1946-1970,meuble,29.131874759959047,34.938094156931285,20.421767889402847
Manin-Jaurès,75019,1,1946-1970,meuble,29.041171201242513,34.84117120124251,20.36078080082834
Place des Fêtes,75019,1,1946-1970,meuble,29.100939411211545,34.90093941121154,20.4
Pont de Flandre,75019,1,1946-1970,meuble,29.1,34.9,20.4
Secrétan,75019,1,1946-1970,meuble,28.88845295260836,34.688452952608365,20.258009098368497
Amandiers,75020,1,1946-1970,meuble,28.815172263361625,34.61798528961461,20.210399157933796
Belleville,75020,1,1946-1970,meuble,29.199107534331365,34.99910765174319,20.399553884577504
Gambetta,75020,1,1946-1970,meuble,29.000440594674046,34.80044059467404,20.333599956137483
Plaine,75020,1,1946-1970,meuble,29.100728415771243,34.901727155928654,20.400652067207062
Père Lachaise-Réunion,75020,1,1946-1970,meuble,28.927080140119422,34.727364681859065,20.283879487575632
Saint Blaise,75020,1,1946-1970,meuble,29.07546698651252,34.875466986512514,20.38364465767501
Télégraphe-Pelleport Saint Fargeau,75020,1,1946-1970,meuble,29.083663344946807,34.883663344946804,20.373074239636747
Les Halles,75001,1,1946-1970,non-meuble,29.115098089603386,34.91833177688202,20.41047853634818
Palais Royal,75001,1,1946-1970,non-meuble,32.38186880545671,38.87802357117583,22.687361997286537
Saint Germain l'Auxerrois,75001,1,1946-1970,non-meuble,32.39583753834211,38.894954591929825,22.697098890359648
Seine et Berges,75001,1,1946-1970,non-meuble,32.5605691811939,39.089763577774605,22.80947898717766
Vendôme,75001,1,1946-1970,non-meuble,32.4,38.9,22.7
Montorgueil-Saint Denis,75002,1,1946-1970,non-meuble,32.24770578171487,38.736266421465004,22.56404772492898
Sentier-Bonne Nouvelle,75002,1,1946-1970,non-meuble,32.29257192459936,38.79094703310547,22.59489319816206
Vivienne-Gaillon,75002,1,1946-1970,non-meuble,32.33601665028952,38.834499189406735,22.638184451550643
Archives,75003,1,1946-1970,non-meuble,32.299760650737724,38.799697984365935,22.599850174125983
Arts et Métiers,75003,1,1946-1970,non-meuble,32.28966836771636,38.78750951917948,22.592752437054767
Enfants Rouges,75003,1,1946-1970,non-meuble,32.299740882985,38.79968663251856,22.599819404085824
Sainte Avoie,75003,1,1946-1970,non-meuble,32.29155059866172,38.78949177766068,22.59449177152036
Arsenal,75004,1,1946-1970,non-meuble,32.00783302108898,38.42719053705317,22.423036569711545
Saint Gervais,75004,1,1946-1970,non-meuble,32.300596624922655,38.800596624922655,22.60059662492266
Saint Merri,75004,1,1946-1970,non-meuble,32.38810228558779,38.88564765606961,22.691608899185194
Seine et Berges,75004,1,1946-1970,non-meuble,32.370900664764235,38.870889139929,22.670917128814573
Île Saint Louis,75004,1,1946-1970,non-meuble,32.4,38.9,22.7
Île de la Cité,75004,1,1946-1970,non-meuble,32.39194349101405,38.891943491014054,22.69194349101405
Jardin des Plantes,75005,1,1946-1970,non-meuble,26.162739746458325,31.375894854586683,18.343513049963033
Saint Victor,75005,1,1946-1970,non-meuble,32.27022209457925,38.76397834021684,22.579347581724328
Sorbonne,75005,1,1946-1970,non-meuble,32.3000935415317,38.8000935415317,22.600093541531702
Val de Grace,75005,1,1946-1970,non-meuble,32.298913597248415,38.79818965490973,22.599552461039558
Monnaie,75006,1,1946-1970,non-meuble,32.39988323885345,38.899883238853455,22.699883238853452
Notre Dame des Champs,75006,1,1946-1970,non-meuble,34.575570076520144,41.47086593978327,24.183212067757104
Odéon,75006,1,1946-1970,non-meuble,32.40553590247771,38.90657474982098,22.703717919626982
Rennes,75006,1,1946-1970,non-meuble,34.58713164552291,41.48479194470889,24.191226121947437
Saint Germain des Prés,75006,1,1946-1970,non-meuble,32.41445739855951,38.917086016479416,22.709857317199667
Saint Placide,75006,1,1946-1970,non-meuble,34.55421901569017,41.44528630711739,24.16827807472218
Ecole Militaire,75007,1,1946-1970,non-meuble,34.48667327585464,41.364644497200594,24.12130785927328
Gros Caillou,75007,1,1946-1970,non-meuble,34.594327475473165,41.493207898263925,24.196044160527336
Invalides,75007,1,1946-1970,non-meuble,34.6,41.5,24.2
Saint Thomas d'Aquin,75007,1,1946-1970,non-meuble,34.58641263657649,41.48394220686313,24.190735888574878
Seine et Berges,75007,1,1946-1970,non-meuble,32.778970229858565,39.31696342486746,22.93954782309561
Elysées-Madeleine,75008,1,1946-1970,non-meuble,32.4,38.9,22.7
Europe,75008,1,1946-1970,non-meuble,29.665951162755125,35.55980651816775,20.776552183599346
Hoche-Friedland,75008,1,1946-1970,non-meuble,32.37965654147303,38.87525078511926,22.685703401589727
Mairie,75008,1,1946-1970,non-meuble,30.021627133554997,35.99380024864428,21.026527180476872
Parc Monceau,75008,1,1946-1970,non-meuble,29.695775556245824,35.59600318461574,20.797221642225534
Saint Philippe du Roule,75008,1,1946-1970,non-meuble,31.75540915533303,38.11216674540704,22.246399035234354
Triangle d'Or,75008,1,1946-1970,non-meuble,32.390336731117735,38.88818933803279,22.693199921897666
Clichy-Trinité,75009,1,1946-1970,non-meuble,29.090736301766395,34.88907581503644,20.392932718375967
Lafayette-Richer,75009,1,1946-1970,non-meuble,29.803079055587048,35.75266245102384,20.88938849067735
Lorette-Martyrs,75009,1,1946-1970,non-meuble,29.106848657386312,34.9083014028925,20.404773306663184
Provence Opéra,75009,1,1946-1970,non-meuble,32.399632903557624,38.8995550346153,22.6997441449038
Trudaine-Maubeuge,75009,1,1946-1970,non-meuble,29.0424884995734,34.83098619948808,20.358593637284358
Chateau d'Eau-Lancry,75010,1,1946-1970,non-meuble,25.758694353758983,30.891630375329196,18.011642894372955
Faubourg du Temple-Hôpital Saint Louis,75010,1,1946-1970,non-meuble,25.6,30.7,17.9
Grange Aux Belles-Terrage,75010,1,1946-1970,non-meuble,25.696820069335217,30.816336744763692,17.969289523585186
Louis Blanc-Aqueduc,75010,1,1946-1970,non-meuble,28.57984359708019,34.2758911021085,20.02874108938684
Porte Saint Denis-Paradis,75010,1,1946-1970,non-meuble,29.104405759099397,34.90536951890238,20.40302895938083
Saint Vincent de Paul-Lariboisière,75010,1,1946-1970,non-meuble,29.06305570948681,34.855666851384164,20.373611221062003
Bastille-Popincourt,75011,1,1946-1970,non-meuble,25.737805428276065,30.865380430655335,18.0100622272677
Belleville-Saint Maur,75011,1,1946-1970,non-meuble,25.840832722876154,30.98910471329024,18.092736475526824
Léon-Blum Folie-Regnault,75011,1,1946-1970,non-meuble,25.63920890901719,30.747060111681712,17.931373407787806
Nation-Alexandre Dumas,75011,1,1946-1970,non-meuble,26.09825607971429,31.297995981170786,18.298631644989445
République-Saint Ambroise,75011,1,1946-1970,non-meuble,25.933084380454417,31.10022802707855,18.16067302849772
Aligre-Gare de Lyon,75012,1,1946-1970,non-meuble,25.689380026062338,30.80801536255806,17.963194609248887
Bel-Air Nord,75012,1,1946-1970,non-meuble,25.308433268389564,30.409646408630195,17.706006987908296
Bel-Air Sud,75012,1,1946-1970,non-meuble,25.55507998853146,30.694323063690145,17.876593838214088
Bercy,75012,1,1946-1970,non-meuble,25.30784361112338,30.409033340059935,17.705427362238346
Bois de Vincennes,75012,1,1946-1970,non-meuble,26.00442470038263,31.212797731210724,18.187678638726435
Jardin de Reuilly,75012,1,1946-1970,non-meuble,26.106648393727113,31.330702545566094,18.258441287791236
Nation-Picpus,75012,1,1946-1970,non-meuble,26.581917980239442,31.87908318409016,18.587587572538
Seine et Berges,75012,1,1946-1970,non-meuble,26.46523606410188,31.76849791261437,18.53676591206952
Vallée de Fécamp,75012,1,1946-1970,non-meuble,26.597197503037616,31.896766349658787,18.598059809795274
Bièvres Sud Tolbiac,75013,1,1946-1970,non-meuble,24.801647713468803,29.801853677652403,17.401029820918
Buttes Aux Cailles-Glacière,75013,1,1946-1970,non-meuble,24.985970312105348,30.02036062078619,17.529633673574715
Croulebarbe,75013,1,1946-1970,non-meuble,29.109415349244586,34.911539293740866,20.406430161372963
Dunois-Bibliothèque-Jeanne-d'Arc,75013,1,1946-1970,non-meuble,25.50839687985237,30.609796359827765,17.905597919901577
Nationale-Deux Moulins,75013,1,1946-1970,non-meuble,25.50881059229001,30.610281498775116,17.9058687793198
Olympiades-Choisy,75013,1,1946-1970,non-meuble,25.20914013205828,30.26758872235232,17.6922429514702
Patay-Masséna,75013,1,1946-1970,non-meuble,25.5,30.6,17.9
Salpêtrière-Austerlitz,75013,1,1946-1970,non-meuble,26.103342348347226,31.304026299162892,18.302353170748468
Didot-Porte de Vanves,75014,1,1946-1970,non-meuble,24.883819333771715,29.895823693833545,17.45401962027823
Jean Moulin-Porte d'Orléans,75014,1,1946-1970,non-meuble,26.09299858625231,31.291670013692144,18.294566192777054
Montsouris Dareau,75014,1,1946-1970,non-meuble,25.61731614762811,30.721277828904785,17.913038915660547
Mouton Duvernet,75014,1,1946-1970,non-meuble,26.529808676556456,31.82022177621767,18.60156239803571
Pernety,75014,1,1946-1970,non-meuble,25.345635974707072,30.444508930483916,17.776321269310746
Raspail-Montparnasse,75014,1,1946-1970,non-meuble,28.641414092416678,34.35680816024093,20.0797925084062
Alleray Procession,75015,1,1946-1970,non-meuble,26.634574499863962,31.93334143165123,18.616054181719246
Cambronne-Garibaldi,75015,1,1946-1970,non-meuble,28.383408586836122,34.07969834002696,19.88799404660889
Citroën-Boucicaut,75015,1,1946-1970,non-meuble,27.0,32.4,18.9
Dupleix-Motte Picquet,75015,1,1946-1970,non-meuble,27.020696995336706,32.42478707456184,18.914438576893485
Emeriau-Zola,75015,1,1946-1970,non-meuble,27.0,32.4,18.9
Georges Brassens,75015,1,1946-1970,non-meuble,26.196699931741726,31.39623829280277,18.29788832693191
Pasteur Montparnasse,75015,1,1946-1970,non-meuble,28.3942671482789,34.093152427110915,19.89601885297146
