seloger_quartier,code_postal,rooms,epoque,furnished,housingType,ref,refmaj,refmin
Père Lachaise-Réunion,75020,4,inf1946,non-meuble,appartement,20.293300750155105,24.340782077011163,14.242728522307821
Saint Blaise,75020,4,inf1946,non-meuble,appartement,20.464007858795604,24.55516009778675,14.373156168388945
Télégraphe-Pelleport Saint Fargeau,75020,4,inf1946,non-meuble,appartement,20.879084218123765,25.061829279908867,14.6482351853553
Bourse du Travail,93000,4,inf1946,non-meuble,appartement,11.1,13.3,7.8
Edouard Vaillant,93000,4,inf1946,non-meuble,appartement,11.106013773749163,13.307713574787732,7.803747372364406
Les Vignes,93000,4,inf1946,non-meuble,appartement,11.115377514831598,13.318500084983915,7.810724857816245
Prefecture,93000,4,inf1946,non-meuble,appartement,11.100338414607487,13.300423018259359,7.800225609738325
Bas Montreuil-Bobillot,93100,4,inf1946,non-meuble,appartement,17.2774845847447,20.712981501693633,12.084989723163131
Bas Montreuil-Etienne Marcel-Chanzy,93100,4,inf1946,non-meuble,appartement,16.10542494012145,19.306509928145736,11.303616626747631
Bas Montreuil-République,93100,4,inf1946,non-meuble,appartement,17.61071826530246,21.112956238278144,12.307931509494962
Bel Air-Grands Pêchers-Renan,93100,4,inf1946,non-meuble,appartement,16.110173778245166,19.312208533894196,11.30678251883011
Branly-Boissière,93100,4,inf1946,non-meuble,appartement,16.110783050676407,19.312940343918257,11.307186802932685
Centre Ville-Jean Moulin-Beaumont,93100,4,inf1946,non-meuble,appartement,17.019516634504512,20.403419961405415,11.913011089669673
La Noue-Clos Français,93100,4,inf1946,non-meuble,appartement,16.05509482933106,19.24738731862718,11.267233167487571
Ramenas-Léo Lagrange,93100,4,inf1946,non-meuble,appartement,16.062114158578794,19.25540040110358,11.27267830841319
Ruffins-Théophile Sueur-Montreau-Le Morillon,93100,4,inf1946,non-meuble,appartement,16.137800097026272,19.345360116431525,11.32520006468418
Signac-Murs à Pêches,93100,4,inf1946,non-meuble,appartement,17.310051416441414,20.75206884578242,12.106685064177112
Solidarité Carnot,93100,4,inf1946,non-meuble,appartement,17.6,21.1,12.3
Anatole France,93120,4,inf1946,non-meuble,appartement,11.839480836259952,14.228477351943582,8.261487804892697
Balzac-Moulin Neuf,93120,4,inf1946,non-meuble,appartement,11.9,14.3,8.3
Braque,93120,4,inf1946,non-meuble,appartement,11.933777268324386,14.342538519484956,8.325861174709079
Centre Ville-Convention,93120,4,inf1946,non-meuble,appartement,11.9,14.3,8.3
Centre Ville-Mairie,93120,4,inf1946,non-meuble,appartement,11.9,14.3,8.3
La Gare,93120,4,inf1946,non-meuble,appartement,11.873847413444048,14.269092397706602,8.28335744491894
La Tour,93120,4,inf1946,non-meuble,appartement,11.901626853874479,14.302033567343097,8.301220140405858
Parc Départemental,93120,4,inf1946,non-meuble,appartement,11.895333713917154,14.294301984055622,8.297152035274411
Quatre Routes,93120,4,inf1946,non-meuble,appartement,11.908693605035928,14.309930822023354,8.30683777955479
Rateau,93120,4,inf1946,non-meuble,appartement,11.9,14.3,8.3
Verlaine-Paul Verlaine,93120,4,inf1946,non-meuble,appartement,11.9,14.3,8.3
Verlaine-Routes,93120,4,inf1946,non-meuble,appartement,11.914175842809382,14.317719803511727,8.310631882107035
Waldeck Rochet-Quinet Cachin,93120,4,inf1946,non-meuble,appartement,11.9,14.3,8.3
Waldeck Rochet-Zone Industrielle,93120,4,inf1946,non-meuble,appartement,11.896778472213148,14.296192739888268,8.297949936862915
Boissière,93130,4,inf1946,non-meuble,appartement,12.3769578330904,14.891273835414484,8.654587526025942
Centre Ville-Gare,93130,4,inf1946,non-meuble,appartement,12.3,14.8,8.6
Centre Ville-Mairie,93130,4,inf1946,non-meuble,appartement,12.3,14.8,8.6
Haut Goulet-Jules Auffret,93130,4,inf1946,non-meuble,appartement,12.355882093066418,14.867058511679703,8.63911746514649
Langevin,93130,4,inf1946,non-meuble,appartement,12.32200240776756,14.826402889321072,8.615401685437291
Londeau,93130,4,inf1946,non-meuble,appartement,12.3,14.8,8.6
Léo Lagrange,93130,4,inf1946,non-meuble,appartement,12.3,14.8,8.6
Merlan,93130,4,inf1946,non-meuble,appartement,12.288229863153687,14.785707690972334,8.591592759395489
Petit Noisy,93130,4,inf1946,non-meuble,appartement,12.280717936285322,14.776222213613394,8.586712233181224
Zone Industrielle,93130,4,inf1946,non-meuble,appartement,12.302837148110054,14.803344532881846,8.602026033577184
La Mare à la Veuve-La Remise à Jorelle,93140,4,inf1946,non-meuble,appartement,10.9,13.1,7.6
Le Mainguy-Le Moulin à Vent,93140,4,inf1946,non-meuble,appartement,10.938570832131706,13.14675691542787,7.627656054403485
Le Saule Blanc,93140,4,inf1946,non-meuble,appartement,10.9,13.1,7.6
Noue Caillet-Terre Saint Blaise-Les Mérisiers,93140,4,inf1946,non-meuble,appartement,10.900489173442903,13.100489173442902,7.600489173442902
Centre Sud-Jules Ferry,93170,4,inf1946,non-meuble,appartement,16.105912351448694,19.307121696063195,11.30416552033885
Centre Sud-La Capsulerie,93170,4,inf1946,non-meuble,appartement,16.1,19.3,11.3
Centre-Jean Moulin,93170,4,inf1946,non-meuble,appartement,16.1,19.3,11.3
Centre-Sadi Carnot,93170,4,inf1946,non-meuble,appartement,16.1,19.3,11.3
Coutures-Victor Hugo,93170,4,inf1946,non-meuble,appartement,16.1000054993909,19.300006599269075,11.300003666260599
Coutures-Édouard Vaillant,93170,4,inf1946,non-meuble,appartement,16.196218366457792,19.415825634718278,11.36717553571292
Dhuys-François Mitterand,93170,4,inf1946,non-meuble,appartement,16.110659634826778,19.31279156179213,11.307106423217851
Dhuys-Gallieni,93170,4,inf1946,non-meuble,appartement,16.1532156962835,19.364100725068763,11.33749287692701
Dhuys-Hoche,93170,4,inf1946,non-meuble,appartement,16.15957819133661,19.371764639564553,11.341975543896249
Dhuys-René Alazard,93170,4,inf1946,non-meuble,appartement,16.13587903531985,19.343170687571224,11.324884733441625
La Noue ,93170,4,inf1946,non-meuble,appartement,16.1,19.3,11.3
Malassis-Pierre et Marie Curie,93170,4,inf1946,non-meuble,appartement,16.1,19.3,11.3
Malassis-Stalingrad,93170,4,inf1946,non-meuble,appartement,16.1,19.3,11.3
Plateau-Anatole France,93170,4,inf1946,non-meuble,appartement,16.042391243392565,19.23210396542695,11.258850888137546
Plateau-Gambetta,93170,4,inf1946,non-meuble,appartement,16.1140711610282,19.31688539323384,11.3093807740188
Plateau-Girardot,93170,4,inf1946,non-meuble,appartement,16.1,19.3,11.3
Allende,93200,4,inf1946,non-meuble,appartement,12.441020595495848,14.931055243697967,8.7576279135044
Centre Ville-Basilique,93200,4,inf1946,non-meuble,appartement,12.300695889337451,14.80069588933745,8.60069588933745
Cosmonautes,93200,4,inf1946,non-meuble,appartement,12.295109053310288,14.79388631663786,8.596331789982715
Delaunay Belleville,93200,4,inf1946,non-meuble,appartement,12.444054272512313,14.93210676720135,8.759984184513547
Floréal-La Saussaie-La Courtille,93200,4,inf1946,non-meuble,appartement,12.421134299711873,14.911223860712843,8.734008009944342
Franc Moisin-Bel Air,93200,4,inf1946,non-meuble,appartement,12.298331245803126,14.79795714023896,8.598820239327432
Mutuelle-Barbusse-Saint Rémy- Joliot Curie,93200,4,inf1946,non-meuble,appartement,12.337025748357563,14.833458009997008,8.640963237517518
Pleyel,93200,4,inf1946,non-meuble,appartement,12.327399572362207,14.83113397808239,8.620864362351886
Péri-Langevin-Stalingrad-Politzer,93200,4,inf1946,non-meuble,appartement,12.33077106857433,14.83077106857433,8.63077106857433
République-Gare-Porte de Paris,93200,4,inf1946,non-meuble,appartement,12.41101770544164,14.910933027378961,8.711130609525215
Sémard-Delaune-Guynemer,93200,4,inf1946,non-meuble,appartement,12.436905789842806,14.926101846690278,8.75119889843834
La Plaine-Stade de France,93210,4,inf1946,non-meuble,appartement,12.330167599967186,14.836144314219842,8.621437861037183
Bas Pays,93230,4,inf1946,non-meuble,appartement,13.345983280941386,16.054077961234665,9.332922947255634
Cachin,93230,4,inf1946,non-meuble,appartement,13.299409874418044,15.999291849301654,9.29958691209263
Carnot,93230,4,inf1946,non-meuble,appartement,13.300785788643669,16.000926108062316,9.30056127756264
Centre,93230,4,inf1946,non-meuble,appartement,13.312469348433247,16.014789227211526,9.308699545418545
Cité,93230,4,inf1946,non-meuble,appartement,13.308066242266264,16.009566938501848,9.30562761088344
Communes,93230,4,inf1946,non-meuble,appartement,13.357358501878371,16.06738716545208,9.341101634364342
Grands Champs,93230,4,inf1946,non-meuble,appartement,13.270028795443423,15.963595489735717,9.279312866674655
Ormes,93230,4,inf1946,non-meuble,appartement,13.324617614758974,16.029019098202046,9.317571830969811
Parcs,93230,4,inf1946,non-meuble,appartement,13.304672088888825,16.00546832115316,9.303362585897796
ZAC,93230,4,inf1946,non-meuble,appartement,13.3,16.0,9.3
L'Avenir,93240,4,inf1946,non-meuble,appartement,10.900128667781235,13.100154401337482,7.600090067446864
L'Avenir-La Cerisaie,93240,4,inf1946,non-meuble,appartement,10.945136654203171,13.153600526599773,7.63384949171835
La Cité-Jardin,93240,4,inf1946,non-meuble,appartement,10.9,13.1,7.6
Le Bois Moussay-Les Parouzets,93240,4,inf1946,non-meuble,appartement,10.899666524810858,13.099666524810857,7.6
Le Clos Saint Lazare,93240,4,inf1946,non-meuble,appartement,10.900725976897546,13.10089308709086,7.600668440773261
Le Globe-Allende,93240,4,inf1946,non-meuble,appartement,10.920682789016107,13.124560811956629,7.61551209176208
Le Maroc,93240,4,inf1946,non-meuble,appartement,10.898958450661018,13.09895845066102,7.6
Le Vieux Stains-Bordes,93240,4,inf1946,non-meuble,appartement,10.9,13.1,7.6
Prêtresse,93240,4,inf1946,non-meuble,appartement,10.9,13.1,7.6
Convention,93260,4,inf1946,non-meuble,appartement,17.531799599572075,21.018159519486492,12.254533066381384
Croix de l'Epinette,93260,4,inf1946,non-meuble,appartement,17.46622629592053,20.94131916293384,12.206711735437677
Jalancloud,93260,4,inf1946,non-meuble,appartement,17.59997999664387,21.099975995972645,12.299986664429248
L'Avenir,93260,4,inf1946,non-meuble,appartement,17.55261591828901,21.04361585654444,12.267351157531275
L'Eglise,93260,4,inf1946,non-meuble,appartement,17.6,21.1,12.3
La Mairie,93260,4,inf1946,non-meuble,appartement,17.6,21.1,12.3
Le Fort,93260,4,inf1946,non-meuble,appartement,16.756764393794047,20.0992192528835,11.713171861794605
Les Bruyeres,93260,4,inf1946,non-meuble,appartement,17.749726858259628,21.280714916667563,12.408506961806468
Les Sentes,93260,4,inf1946,non-meuble,appartement,17.579882047410806,21.07613917251049,12.28596421912382
Villegranges,93260,4,inf1946,non-meuble,appartement,17.745735397305364,21.276071039343307,12.407061619677483
Centre Ville,93300,4,inf1946,non-meuble,appartement,10.804625903449573,13.005466976804042,7.602943756740637
Cochennec Péri,93300,4,inf1946,non-meuble,appartement,10.807366086157872,13.008753208650187,7.605118016272974
Condorcet,93300,4,inf1946,non-meuble,appartement,10.801089220467128,13.00129473376281,7.600760399194031
Emile Dubois,93300,4,inf1946,non-meuble,appartement,10.802300602264436,13.002734678163385,7.601606080826114
Firmin Genier,93300,4,inf1946,non-meuble,appartement,10.8,13.0,7.6
Landy,93300,4,inf1946,non-meuble,appartement,10.89626371382187,13.115510992027046,7.664166701615918
Paul Bert,93300,4,inf1946,non-meuble,appartement,10.80890697692352,13.010587538607204,7.606218078229627
Plaine Marcreux Pressensé,93300,4,inf1946,non-meuble,appartement,10.81585416769519,13.01897375200677,7.610996522025584
Robespierre,93300,4,inf1946,non-meuble,appartement,10.852349623195986,13.061867736504347,7.633313396579262
Sadi Carnot,93300,4,inf1946,non-meuble,appartement,10.8,13.0,7.6
Vallès La Frette,93300,4,inf1946,non-meuble,appartement,10.8,13.0,7.6
Villette Quatre Chemin,93300,4,inf1946,non-meuble,appartement,11.756622923622878,14.143943897135097,8.270598428270526
Anatole France,93310,4,inf1946,non-meuble,appartement,16.102816862420426,19.303393038824602,11.30198460761439
Arpents,93310,4,inf1946,non-meuble,appartement,16.3445173010931,19.594532203589413,11.472273553042864
Belvedere,93310,4,inf1946,non-meuble,appartement,17.005114465022782,20.389960142197143,11.935266178096917
Centre,93310,4,inf1946,non-meuble,appartement,16.11328566531398,19.31600318776457,11.309360355107577
Gabriel Peri,93310,4,inf1946,non-meuble,appartement,16.1,19.3,11.3
Severine,93310,4,inf1946,non-meuble,appartement,16.180591317657683,19.39670958118922,11.353727545105123
Stalingrad,93310,4,inf1946,non-meuble,appartement,16.1,19.3,11.3
Butte Pinson,93380,4,inf1946,non-meuble,appartement,10.8,13.0,7.6
Centre Ville,93380,4,inf1946,non-meuble,appartement,10.804339988637587,13.005129077480785,7.602761810951192
Gare,93380,4,inf1946,non-meuble,appartement,10.801256197757738,13.001256197757735,7.6
Joncherolles-Fauvettes,93380,4,inf1946,non-meuble,appartement,10.831190202533822,13.036776739586156,7.620943148402392
Maroc,93380,4,inf1946,non-meuble,appartement,10.802130135807483,13.002130135807482,7.6
Nord,93380,4,inf1946,non-meuble,appartement,10.80000541120435,13.000005411204347,7.6
Potier,93380,4,inf1946,non-meuble,appartement,10.8,13.0,7.6
Sud,93380,4,inf1946,non-meuble,appartement,10.835106875782936,13.041159767581073,7.6242115671925506
Debain-Michelet-Bauer,93400,4,inf1946,non-meuble,appartement,14.665158317497204,17.55997656605156,10.275164175984315
Dock Saint Ouen,93400,4,inf1946,non-meuble,appartement,14.674895259413919,17.570330761125543,10.282883131418583
Garibaldi-Ottino-Porte de Saint Ouen,93400,4,inf1946,non-meuble,appartement,14.7298200801683,17.635786236799348,10.320873520968465
Hugo-Payret-Zola,93400,4,inf1946,non-meuble,appartement,15.021201153011088,17.988822448381846,10.52399554091563
Marie-Godillot-Landy,93400,4,inf1946,non-meuble,appartement,14.699443732134736,17.59935102082386,10.299605976928774
Rosiers-Les Puces,93400,4,inf1946,non-meuble,appartement,14.879298378227121,17.815158053872548,10.425508864758985
Vieux Saint Ouen,93400,4,inf1946,non-meuble,appartement,14.619921487585607,17.5059970697802,10.244289218745074
Bernard Lama,93430,4,inf1946,non-meuble,appartement,11.880926582883696,14.27745868886255,8.287862370925989
Jules Ferry,93430,4,inf1946,non-meuble,appartement,11.897209089040434,14.296511361300542,8.298255680650273
Marcel Sembat,93430,4,inf1946,non-meuble,appartement,11.898284553212502,14.297859842994168,8.298927153844723
Maurice Grandcoing,93430,4,inf1946,non-meuble,appartement,11.9,14.3,8.3
Paul Langevin,93430,4,inf1946,non-meuble,appartement,11.894231150423797,14.292788938029748,8.296394469014874
Centre,93450,4,inf1946,non-meuble,appartement,12.5,15.0,8.8
Nord,93450,4,inf1946,non-meuble,appartement,12.493907933296706,14.992602490431716,8.795648523783361
Sud,93450,4,inf1946,non-meuble,appartement,12.5,15.0,8.8
Courtillères,93500,4,inf1946,non-meuble,appartement,15.875202016579918,19.032190322746,11.14295190127896
Haut Pantin-Charles Auray,93500,4,inf1946,non-meuble,appartement,16.067117102843916,19.26129168059225,11.276374863731867
Mairie-Ourcq,93500,4,inf1946,non-meuble,appartement,16.38430330126851,19.64245624925525,11.500304598620994
Ourcq-Hoche,93500,4,inf1946,non-meuble,appartement,16.1,19.3,11.3
Petit Pantin-Haut Pantin,93500,4,inf1946,non-meuble,appartement,16.11665980820081,19.31999176984097,11.311106538800539
Quatre Chemins-Diderot,93500,4,inf1946,non-meuble,appartement,16.068945152464643,19.263085747269287,11.278320200777202
Quatre Chemins-Jaurès,93500,4,inf1946,non-meuble,appartement,16.079650388886666,19.27573960346702,11.285869659249554
Église-Sept Arpents,93500,4,inf1946,non-meuble,appartement,16.11967740838268,19.323702332824592,11.313863628633252
Blumenthal-La Biche,93800,4,inf1946,non-meuble,appartement,11.148820907237967,13.359359459951358,7.834680264335014
Félix Merlin,93800,4,inf1946,non-meuble,appartement,11.1124749741123,13.31514818285065,7.8089106957945
Gallieni-De Lattre de Tassigny,93800,4,inf1946,non-meuble,appartement,11.1,13.3,7.8
Les Mobiles-Maison de Santé,93800,4,inf1946,non-meuble,appartement,11.210589121889457,13.434286790865771,7.878992229921042
Ormesson-Jean Jaurès,93800,4,inf1946,non-meuble,appartement,11.1,13.3,7.8
Saint Leu-Commandant Louis Bouchet,93800,4,inf1946,non-meuble,appartement,11.100382457539542,13.300478071924429,7.800239035962215
Les Halles,75001,4,inf1946,non-meuble,maison,21.22402167692705,25.429103185507774,14.81709234704425
Palais Royal,75001,4,inf1946,non-meuble,maison,26.371435402484924,31.66539289147212,18.47967519022966
Saint Germain l'Auxerrois,75001,4,inf1946,non-meuble,maison,26.393440969508774,31.692053482289474,18.495332997535087
Seine et Berges,75001,4,inf1946,non-meuble,maison,26.618957974355315,31.962749569226375,18.653270582048723
Vendôme,75001,4,inf1946,non-meuble,maison,26.4,31.7,18.5
Montorgueil-Saint Denis,75002,4,inf1946,non-meuble,maison,26.315021895286673,31.597045757751165,18.439534810107826
Sentier-Bonne Nouvelle,75002,4,inf1946,non-meuble,maison,26.387929377473963,31.685375976554994,18.49141128781801
Vivienne-Gaillon,75002,4,inf1946,non-meuble,maison,26.388727433442146,31.686342852054914,18.49197913533384
Archives,75003,4,inf1946,non-meuble,maison,26.399816477054063,31.69978066769876,18.49987019108702
Arts et Métiers,75003,4,inf1946,non-meuble,maison,26.39367765785628,31.69244403012092,18.49552809945932
Enfants Rouges,75003,4,inf1946,non-meuble,maison,26.399841293706412,31.69980893286057,18.499887453961392
Sainte Avoie,75003,4,inf1946,non-meuble,maison,26.38470590113513,31.681470610990637,18.489117660423073
Arsenal,75004,4,inf1946,non-meuble,maison,26.163832725323722,31.417751305874695,18.33295485449727
Saint Gervais,75004,4,inf1946,non-meuble,maison,26.400000000000002,31.7,18.5
Saint Merri,75004,4,inf1946,non-meuble,maison,26.38176560929351,31.677908334336376,18.487025529689618
Seine et Berges,75004,4,inf1946,non-meuble,maison,26.399966248696806,31.699959663076672,18.499976127127006
Île Saint Louis,75004,4,inf1946,non-meuble,maison,26.4,31.7,18.5
Île de la Cité,75004,4,inf1946,non-meuble,maison,26.4,31.7,18.5
Jardin des Plantes,75005,4,inf1946,non-meuble,maison,22.638453392990588,27.1465488441465,15.827322147651206
Saint Victor,75005,4,inf1946,non-meuble,maison,26.38174902570987,31.677906715333002,18.487032202478066
Sorbonne,75005,4,inf1946,non-meuble,maison,26.4,31.7,18.5
Val de Grace,75005,4,inf1946,non-meuble,maison,26.395505155076734,31.694446842321835,18.496694264783464
Monnaie,75006,4,inf1946,non-meuble,maison,26.4,31.7,18.5
Notre Dame des Champs,75006,4,inf1946,non-meuble,maison,29.364850140707368,35.25766276936815,20.575237699014476
Odéon,75006,4,inf1946,non-meuble,maison,26.40779135507455,31.70934962608946,18.505453948552184
Rennes,75006,4,inf1946,non-meuble,maison,29.38245224389488,35.27894269267385,20.587716570726418
Saint Germain des Prés,75006,4,inf1946,non-meuble,maison,26.419714634399334,31.7236575612792,18.513800244079533
Saint Placide,75006,4,inf1946,non-meuble,maison,29.35713095224081,35.248100379715346,20.569814263956417
Ecole Militaire,75007,4,inf1946,non-meuble,maison,29.315267952345586,35.19739926903443,20.54047956187477
Gros Caillou,75007,4,inf1946,non-meuble,maison,29.39596952204672,35.295148498759936,20.597163737736583
Invalides,75007,4,inf1946,non-meuble,maison,29.4,35.3,20.6
Saint Thomas d'Aquin,75007,4,inf1946,non-meuble,maison,29.38147177714976,35.277766132579714,20.587030244004833
Seine et Berges,75007,4,inf1946,non-meuble,maison,27.92625801166337,33.52013539534567,19.557006389513987
Elysées-Madeleine,75008,4,inf1946,non-meuble,maison,26.4,31.7,18.5
Europe,75008,4,inf1946,non-meuble,maison,25.158844190304606,30.151208698681472,17.57178662842146
Hoche-Friedland,75008,4,inf1946,non-meuble,maison,26.39105909855872,31.68885622038184,18.49339136546936
Mairie,75008,4,inf1946,non-meuble,maison,25.338322669214435,30.373687076431157,17.704648920994313
Parc Monceau,75008,4,inf1946,non-meuble,maison,25.19914306388513,30.199256878070088,17.600341442554875
Saint Philippe du Roule,75008,4,inf1946,non-meuble,maison,26.113515180148013,31.341893975185023,18.285136385111013
Triangle d'Or,75008,4,inf1946,non-meuble,maison,26.3957052138301,31.69463151728763,18.496778910372576
Clichy-Trinité,75009,4,inf1946,non-meuble,maison,21.244066811349875,25.453184815270703,14.831673394667531
Lafayette-Richer,75009,4,inf1946,non-meuble,maison,22.311190937530426,26.746250558931095,15.590655090165882
Lorette-Martyrs,75009,4,inf1946,non-meuble,maison,21.210791823760246,25.41307470955568,14.80767879767556
Provence Opéra,75009,4,inf1946,non-meuble,maison,26.399421544999893,31.6992991795191,18.499588407019157
Trudaine-Maubeuge,75009,4,inf1946,non-meuble,maison,21.234411020680426,25.441300895182554,14.825234109301809
Chateau d'Eau-Lancry,75010,4,inf1946,non-meuble,maison,22.37394423060958,26.887762311890263,15.652145143872756
Faubourg du Temple-Hôpital Saint Louis,75010,4,inf1946,non-meuble,maison,22.3,26.8,15.6
Grange Aux Belles-Terrage,75010,4,inf1946,non-meuble,maison,22.26219761663338,26.752225206243175,15.57287086531917
Louis Blanc-Aqueduc,75010,4,inf1946,non-meuble,maison,21.356263215564695,25.599238572592697,14.914075714659482
Porte Saint Denis-Paradis,75010,4,inf1946,non-meuble,maison,21.207159358536515,25.408673838226928,14.805094158958674
Saint Vincent de Paul-Lariboisière,75010,4,inf1946,non-meuble,maison,21.21161106273271,25.414777716205272,14.808444409260156
Bastille-Popincourt,75011,4,inf1946,non-meuble,maison,22.382690514226653,26.88291008102449,15.655173927077554
Belleville-Saint Maur,75011,4,inf1946,non-meuble,maison,22.44094962381761,26.940070908493823,15.69390783485682
Léon-Blum Folie-Regnault,75011,4,inf1946,non-meuble,maison,22.32320817642037,26.823129669244643,15.615466883801865
Nation-Alexandre Dumas,75011,4,inf1946,non-meuble,maison,22.590582086468665,27.088808376195832,15.793830711257957
République-Saint Ambroise,75011,4,inf1946,non-meuble,maison,22.500552988983657,27.00757659609373,15.735165244137036
Aligre-Gare de Lyon,75012,4,inf1946,non-meuble,maison,22.34596648951199,26.8545541896537,15.632722329755996
Bel-Air Nord,75012,4,inf1946,non-meuble,maison,20.116866650104235,24.120173451153978,14.11174011980602
Bel-Air Sud,75012,4,inf1946,non-meuble,maison,20.610159977062928,24.708267664959642,14.453187676428179
Bercy,75012,4,inf1946,non-meuble,maison,20.11627587843748,24.119434155838473,14.11125942560781
Bois de Vincennes,75012,4,inf1946,non-meuble,maison,21.50884940076526,25.779781977835505,15.075357277452873
Jardin de Reuilly,75012,4,inf1946,non-meuble,maison,21.714877623580573,26.02550701446753,15.217969400419344
Nation-Picpus,75012,4,inf1946,non-meuble,maison,22.665900891737415,27.15938749338048,15.876322329108518
Seine et Berges,75012,4,inf1946,non-meuble,maison,21.995951766869986,26.391969269471346,15.412457674050597
Vallée de Fécamp,75012,4,inf1946,non-meuble,maison,22.694395006075233,27.193317122628162,15.896119619590547
Bièvres Sud Tolbiac,75013,4,inf1946,non-meuble,maison,19.805149104590008,23.80617892550801,13.903501391121205
Buttes Aux Cailles-Glacière,75013,4,inf1946,non-meuble,maison,19.871490620775077,23.882239855124297,13.946418154140723
Croulebarbe,75013,4,inf1946,non-meuble,maison,21.222477075458404,25.427236240521545,14.815997702792346
Dunois-Bibliothèque-Jeanne-d'Arc,75013,4,inf1946,non-meuble,maison,20.5293890794833,24.63498699938488,14.419592719655531
Nationale-Deux Moulins,75013,4,inf1946,non-meuble,maison,20.531096888875776,24.637025054678034,14.42072631037698
Olympiades-Choisy,75013,4,inf1946,non-meuble,maison,20.20914013205828,24.267588722352322,14.192242951470199
Patay-Masséna,75013,4,inf1946,non-meuble,maison,20.5,24.6,14.4
Salpêtrière-Austerlitz,75013,4,inf1946,non-meuble,maison,22.596743897684707,27.09608291009903,15.797743801399797
Didot-Porte de Vanves,75014,4,inf1946,non-meuble,maison,19.985434020975084,24.02123591449948,14.025623407327029
Jean Moulin-Porte d'Orléans,75014,4,inf1946,non-meuble,maison,22.593384908709133,27.092787323797676,15.795550100145322
Montsouris Dareau,75014,4,inf1946,non-meuble,maison,22.27251987666202,26.76638905554213,15.58096365424015
Mouton Duvernet,75014,4,inf1946,non-meuble,maison,22.146197965876272,26.55643220293428,15.483287650384014
Pernety,75014,4,inf1946,non-meuble,maison,20.674639623354942,24.834940266115474,14.501257964635444
Raspail-Montparnasse,75014,4,inf1946,non-meuble,maison,21.12672315939936,25.320518145667492,14.758099505558764
Alleray Procession,75015,4,inf1946,non-meuble,maison,23.25556095443415,27.91482111350651,16.256794022646886
Cambronne-Garibaldi,75015,4,inf1946,non-meuble,maison,24.689452869689124,29.587883289813984,17.2923911863612
Citroën-Boucicaut,75015,4,inf1946,non-meuble,maison,24.0,28.8,16.8
Dupleix-Motte Picquet,75015,4,inf1946,non-meuble,maison,24.014641721542368,28.817615040236838,16.81030504310619
Emeriau-Zola,75015,4,inf1946,non-meuble,maison,24.0,28.8,16.8
Georges Brassens,75015,4,inf1946,non-meuble,maison,22.892530639269793,27.49108240335853,15.994944365788571
Pasteur Montparnasse,75015,4,inf1946,non-meuble,maison,24.692196951824062,29.590763738893788,17.294585640041188
Saint Lambert,75015,4,inf1946,non-meuble,maison,22.903713546590225,27.50438873687936,16.00270076115653
Seine et Berges,75015,4,inf1946,non-meuble,maison,24.18686811768403,29.019684614676798,16.926250555834784
Vaugirard-Parc des Expositions,75015,4,inf1946,non-meuble,maison,23.4966807891532,28.205168205362874,16.433949664838693
Violet Commerce,75015,4,inf1946,non-meuble,maison,23.982361963185756,28.779113651516354,16.787158538234035
Auteuil Nord,75016,4,inf1946,non-meuble,maison,24.00580289988903,28.806770049870536,16.803868599926023
Auteuil Sud,75016,4,inf1946,non-meuble,maison,24.0,28.8,16.8
Bois de Boulogne,75016,4,inf1946,non-meuble,maison,24.728244847849425,29.64960238169801,17.285529780152252
Chaillot,75016,4,inf1946,non-meuble,maison,25.205637640690263,30.20709382613561,17.604368556336038
Muette Nord,75016,4,inf1946,non-meuble,maison,25.2,30.2,17.6
Muette Sud,75016,4,inf1946,non-meuble,maison,25.192521853438308,30.191275495678024,17.59501456895887
Porte Dauphine,75016,4,inf1946,non-meuble,maison,25.2,30.2,17.6
Batignolles-Cardinet,75017,4,inf1946,non-meuble,maison,22.565739109357153,27.06573910935715,15.7773812998224
Champerret-Berthier,75017,4,inf1946,non-meuble,maison,24.700501677496046,29.600602012995257,17.300301006497627
Clichy-Batignolles,75017,4,inf1946,non-meuble,maison,22.601933923389733,27.102454670232937,15.801419468970622
Courcelles-Wagram,75017,4,inf1946,non-meuble,maison,24.71040026438559,29.61282201545714,17.307265253214638
Epinettes-Bessières,75017,4,inf1946,non-meuble,maison,22.302444381076665,26.802333853638125,15.601615027975912
La Fourche-Guy Môquet,75017,4,inf1946,non-meuble,maison,22.303006092706685,26.803006092706685,15.60225355883297
Legendre-Lévis,75017,4,inf1946,non-meuble,maison,23.842704564850067,28.579416302623795,16.687572841265442
Pereire-Malesherbes,75017,4,inf1946,non-meuble,maison,24.436965976877225,29.286864258187176,17.112118554912303
Ternes-Maillot,75017,4,inf1946,non-meuble,maison,24.712809423248178,29.615717215553712,17.308723376916593
Amiraux-Simplon-Poissonniers,75018,4,inf1946,non-meuble,maison,22.434392570017604,26.934169387401322,15.700878120994307
Charles-Hermite-Evangile,75018,4,inf1946,non-meuble,maison,20.384553831420366,24.4617356356809,14.317107416690249
Clignancourt-Jules Joffrin,75018,4,inf1946,non-meuble,maison,22.7,27.2,15.9
Goutte d'Or-Château Rouge,75018,4,inf1946,non-meuble,maison,22.449890438266614,26.948768138813044,15.712511353654422
Grandes Carrières-Clichy,75018,4,inf1946,non-meuble,maison,22.69997842527402,27.19997842527402,15.899983818955516
