conseil_de_quartier,rooms,epoque,furnished,housingType,ref,refmaj,refmin
SAINT - PHILIPPE DU ROULE,1,inf1946,non-meuble,appartement,33.37477521676138,40.049730260113655,23.369289593768954
TERNES - MAILLOT,1,inf1946,non-meuble,appartement,30.19998938630946,36.19998801791874,21.099994238949478
TRIANGLE D'OR,1,inf1946,non-meuble,appartement,33.99994961572659,40.799940234735914,23.799965754740615
MARTIN LUTHER KING,1,inf1946,non-meuble,appartement,30.092104156308057,36.07412151569274,21.028069437538704
BAS - BELLEVILLE,1,inf1946,non-meuble,appartement,25.80026681435521,31.000315964368017,18.100182557190408
BLANCHE - TRINITE,1,inf1946,non-meuble,appartement,31.191290550242844,37.41017966378669,21.862958103690126
RENNES,1,inf1946,non-meuble,appartement,33.50432034050257,40.22170706391966,23.469546893668376
MANIN - JAURES,1,inf1946,non-meuble,appartement,27.1770946410719,32.65244738277811,19.017952783200993
FAUBOURG MONTMARTRE,1,inf1946,non-meuble,appartement,31.620873682893354,37.92864073649019,22.159223102498107
CLIGNANCOURT - JULES JOFFRIN,1,inf1946,non-meuble,appartement,28.0,33.6,19.6
GOUTTE D'OR - CHATEAU ROUGE,1,inf1946,non-meuble,appartement,29.05010956135491,34.847005303407144,20.32195105419153
LEGENDRE - LEVIS,1,inf1946,non-meuble,appartement,30.199961631874825,36.19995615071409,21.099978075357043
CHAMPERRET - BERTHIER,1,inf1946,non-meuble,appartement,30.2,36.2,21.1
HOCHE - FRIEDLAND,1,inf1946,non-meuble,appartement,33.999716584325796,40.79965817560552,23.799801211054383
DAUPHINE,1,inf1946,non-meuble,appartement,29.5,35.4,20.7
SECRETAN,1,inf1946,non-meuble,appartement,26.222022766413016,31.506426769904365,18.381349121821177
JARDIN DES PLANTES,1,inf1946,non-meuble,appartement,30.20095606985429,36.20116835817775,21.100672975252273
LA FOURCHE - GUY MOQUET,1,inf1946,non-meuble,appartement,29.59997742404355,35.49997286322763,20.699984151205857
CHARLES HERMITE - EVANGILE,1,inf1946,non-meuble,appartement,27.87361739666042,33.473248895481035,19.49900647938785
JEAN MOULIN - PORTE D'ORLEANS,1,inf1946,non-meuble,appartement,30.20011422146725,36.20016236184789,21.10010525111426
INVALIDES,1,inf1946,non-meuble,appartement,33.40000717519065,40.100008371055765,23.400004783460435
LOUIS BLANC - AQUEDUC,1,inf1946,non-meuble,appartement,30.818252425723454,36.96190425235703,21.593387049903367
NOTRE - DAME DES CHAMPS,1,inf1946,non-meuble,appartement,33.56556637328901,40.29315562340058,23.51037326268908
ITALIE - PEUPLIERS - RUNGIS,1,inf1946,non-meuble,appartement,30.99981921303605,37.19978484007823,21.699872882041653
JARDIN DE REUILLY,1,inf1946,non-meuble,appartement,27.135253640661755,32.578027077573026,19.010400257242154
SAINT - VINCENT DE PAUL - LARIBOISIERE,1,inf1946,non-meuble,appartement,31.099980243298603,37.299976292006676,21.799985511929595
PLATEAU,1,inf1946,non-meuble,appartement,26.015768069942343,31.25892124793686,18.243845864399287
MONTPARNASSE - RASPAIL,1,inf1946,non-meuble,appartement,31.09175391623183,37.291757894463586,21.79174698660338
MUETTE SUD,1,inf1946,non-meuble,appartement,29.4999810490846,35.399981049084595,20.6999810490846
PASTEUR - MONTPARNASSE,1,inf1946,non-meuble,appartement,30.200053133123077,36.20006568885144,21.10003924012287
GRANGE AUX BELLES - TERRAGE,1,inf1946,non-meuble,appartement,29.600067807076936,35.50008204015569,20.700050696239106
BIBLIOTHEQUE - SEINE,1,inf1946,non-meuble,appartement,27.30017920246397,32.80020989419918,19.100123758940633
SENTIER - ARTS ET METIERS,1,inf1946,non-meuble,appartement,32.89993081678729,39.49991582823754,22.99995272136562
CHATEAU D'EAU - LANCRY,1,inf1946,non-meuble,appartement,29.60035058596862,35.50042131983034,20.700255246373015
SALPETRIERE - AUSTERLITZ,1,inf1946,non-meuble,appartement,29.877135299528128,35.82149781008525,20.877357696526257
NATIONALE - DEUX MOULINS,1,inf1946,non-meuble,appartement,28.7143393838281,34.48191686959359,20.093859924414275
NATION - ALEXANDRE DUMAS,1,inf1946,non-meuble,appartement,30.199805123205262,36.19977161441243,21.099868666012835
BELLEVILLE - SAINT-MAUR,1,inf1946,non-meuble,appartement,29.889073348721993,35.83725191593228,20.892715241571285
TEMPLE - ENFANTS ROUGES,1,inf1946,non-meuble,appartement,32.899956665927185,39.49994733930522,22.99996970776713
MARAIS - PLACE DES VOSGES,1,inf1946,non-meuble,appartement,33.128792555033215,39.77038822960316,23.166396591578106
MONTSOURIS - DAREAU,1,inf1946,non-meuble,appartement,29.623670215807987,35.52761705851325,20.71578243991631
DUPLEIX - LA MOTTE PICQUET,1,inf1946,non-meuble,appartement,29.40002217113734,35.30002595612664,20.600015211046003
LEON BLUM - FOLIE-REGNAULT,1,inf1946,non-meuble,appartement,29.643199409504653,35.550398275553206,20.728798570800883
BASSIN DE LA VILLETTE,1,inf1946,non-meuble,appartement,27.30000783334497,32.80000919566584,19.100005449283458
COURCELLES - WAGRAM,1,inf1946,non-meuble,appartement,30.20005464480434,36.200066801697474,21.100040168281527
VIOLET - COMMERCE,1,inf1946,non-meuble,appartement,29.399798117521122,35.299759274106165,20.599849328861527
PLACE DES FETES,1,inf1946,non-meuble,appartement,27.3000439158702,32.80005155341284,19.100030550170576
ODEON,1,inf1946,non-meuble,appartement,33.999949683324125,40.799940534837596,23.799963406053912
MASSENA - JEANNE D'ARC,1,inf1946,non-meuble,appartement,27.3,32.8,19.1
TELEGRAPHE - PELLEPORT - SAINT-FARGEAU,1,inf1946,non-meuble,appartement,27.154657227684357,32.625526006367224,19.003070408863238
ALIGRE - GARE DE LYON,1,inf1946,non-meuble,appartement,29.59994465486873,35.49993461590312,20.69996228846876
ALLERAY - PROCESSION,1,inf1946,non-meuble,appartement,28.718938546503402,34.48508742125984,20.086642651399398
AUTEUIL NORD,1,inf1946,non-meuble,appartement,29.40001425327602,35.30001425327602,20.600014253276026
VAUGIRARD - PARC DES EXPOSITIONS,1,inf1946,non-meuble,appartement,28.817882047354143,34.61204241960035,20.176641488984835
BEL - AIR SUD,1,inf1946,non-meuble,appartement,25.88243760125109,31.097426256024015,18.156207455398473
LOUVRE - OPERA,1,inf1946,non-meuble,appartement,33.66545208275358,40.401224709984376,23.56179331181943
VALLEE DE FECAMP,1,inf1946,non-meuble,appartement,27.978118188306915,33.574139677089995,19.585080582936538
CAMBRONNE - GARIBALDI,1,inf1946,non-meuble,appartement,30.20004493940255,36.20005791931972,21.10003474309761
HALLES - BEAUBOURG - MONTORGUEIL,1,inf1946,non-meuble,appartement,32.26713833470656,38.71991609728346,22.58797169084119
MUETTE NORD,1,inf1946,non-meuble,appartement,29.500008635410378,35.40001040677661,20.700005978361034
PORTE DES LILAS,1,inf1946,non-meuble,appartement,27.296926873718846,32.79627982534204,19.09789730488059
EMERIAU - ZOLA,1,inf1946,non-meuble,appartement,29.4,35.3,20.6
PORTE SAINT-DENIS - PARADIS,1,inf1946,non-meuble,appartement,31.099936468559388,37.299924009806844,21.79995266767013
GEORGES BRASSENS,1,inf1946,non-meuble,appartement,28.300055182220103,34.00006540114975,19.800038831932664
MONTMARTRE,1,inf1946,non-meuble,appartement,28.00006224490636,33.60007429230759,19.600044173804516
ROSA PARKS - MACDONALD,1,inf1946,non-meuble,appartement,27.2687481652491,32.7623844042075,19.0780662579663
REUNION - PERE LACHAISE,1,inf1946,non-meuble,appartement,26.44593709583401,31.77512268682933,18.530626514129583
FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS,1,inf1946,non-meuble,appartement,29.599922118338394,35.49990777171652,20.69994671254732
SAINT BLAISE,1,inf1946,non-meuble,appartement,27.29883246503737,32.79858359733919,19.099200230267236
PEREIRE - MALESHERBES,1,inf1946,non-meuble,appartement,30.199999999999996,36.2,21.1
REPUBLIQUE - SAINT-AMBROISE,1,inf1946,non-meuble,appartement,29.93248954972621,35.887909052132855,20.92166275145233
PERNETY,1,inf1946,non-meuble,appartement,30.9195638771331,37.09945458482201,21.639673169444187
EUROPE,1,inf1946,non-meuble,appartement,29.500570065946743,35.40068288219196,20.70039158088395
GROS CAILLOU,1,inf1946,non-meuble,appartement,33.399907210373456,40.099888420323346,23.399935304237715
GRANDES CARRIERES - CLICHY,1,inf1946,non-meuble,appartement,28.000051253090867,33.60006087994514,19.60003546836756
MAIRIE,1,inf1946,non-meuble,appartement,29.996951057775895,35.996340788000985,21.042343072622664
SEINE,1,inf1946,non-meuble,appartement,33.82045089657571,40.58780462691562,23.669419809963088
MONNAIE,1,inf1946,non-meuble,appartement,33.999974628503466,40.799970015504094,23.799981548002517
BASTILLE - POPINCOURT,1,inf1946,non-meuble,appartement,29.763990598765645,35.691323672365,20.809328246558326
BELLEVILLE,1,inf1946,non-meuble,appartement,29.34334335173382,35.198699791465195,20.52146471295075
AMANDIERS - MENILMONTANT,1,inf1946,non-meuble,appartement,25.801049911549445,31.001243122570937,18.100718166796216
BERCY,1,inf1946,non-meuble,appartement,25.800251561632322,31.000298101605164,18.100170885671197
ECOLE MILITAIRE,1,inf1946,non-meuble,appartement,33.39991321776913,40.09989446787304,23.399937858988473
MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT,1,inf1946,non-meuble,appartement,27.99744018397206,33.59690301619997,19.59821343208959
BATIGNOLLES,1,inf1946,non-meuble,appartement,30.093993541183206,36.07632576228177,21.029330185625128
MONCEAU,1,inf1946,non-meuble,appartement,29.695639081336754,35.63476687796126,20.834773548988363
ANVERS - MONTHOLON,1,inf1946,non-meuble,appartement,31.099960008137,37.29995226777641,21.79997161867787
MOUTON - DUVERNET,1,inf1946,non-meuble,appartement,30.43266199112861,36.48628956012486,21.27903457039342
VAL DE GRACE,1,inf1946,non-meuble,appartement,32.8986265986176,39.49832123242643,22.99903427009464
OPERA - CHAUSSEE D'ANTIN,1,inf1946,non-meuble,maison,33.931429987761774,40.717243430023686,23.75270982436891
OLYMPIADES - CHOISY,1,inf1946,non-meuble,maison,27.62647750353193,33.188243517713644,19.32941662410352
SORBONNE,1,inf1946,non-meuble,maison,32.900002852378115,39.5000033675124,23.000002076486766
LA CHAPELLE - MARX DORMOY,1,inf1946,non-meuble,maison,27.735799776733078,33.31159140906054,19.403165591909925
ELYSEES - MADELEINE,1,inf1946,non-meuble,maison,33.77376442485138,40.52851730982165,23.64414882600873
DANUBE,1,inf1946,non-meuble,maison,27.2989424395806,32.79871979528178,19.09927640602883
FLANDRE - AUBERVILLIERS,1,inf1946,non-meuble,maison,27.3000233335855,32.800027631214974,19.100016578169466
SAINT - VICTOR,1,inf1946,non-meuble,maison,32.89012840753549,39.487934117510285,22.993053675460956
CROULEBARBE,1,inf1946,non-meuble,maison,31.09993182592829,37.299917091955514,21.799944268208105
EPINETTES - BESSIERES,1,inf1946,non-meuble,maison,29.594290918863322,35.49312820232505,20.696031436209356
SAINT - PLACIDE,1,inf1946,non-meuble,maison,33.399988798732736,40.09998634845552,23.399991949089152
SAINT - THOMAS D'AQUIN,1,inf1946,non-meuble,maison,33.40003398176747,40.1000396453954,23.400022654511652
GAMBETTA,1,inf1946,non-meuble,maison,26.696890104847792,32.076254000854554,18.69790321959288
SAINT - LAMBERT,1,inf1946,non-meuble,maison,28.4703834236263,34.197286227177145,19.91657841584205
BOIS DE BOULOGNE,1,inf1946,non-meuble,maison,29.4601580790849,35.36015808046213,20.66015807495321
NATION - PICPUS,1,inf1946,non-meuble,maison,27.999976553199392,33.5999722901458,19.599984013546106
PLAINE LAGNY,1,inf1946,non-meuble,maison,27.299857095271562,32.79982487408923,19.09990239327938
DIDOT - PORTE DE VANVES,1,inf1946,non-meuble,maison,30.999980455402014,37.19997611742123,21.699985733100586
BUTTES AUX CAILLES - DAVIEL - BOUSSINGAULT,1,inf1946,non-meuble,maison,30.99997675354802,37.199971274880205,21.699984058438442
CHAILLOT,1,inf1946,non-meuble,maison,29.50009917715284,35.40011887792862,20.70006785676564
MARAIS - ARCHIVES,1,inf1946,non-meuble,maison,33.175173817001976,39.82520542009324,23.200126412365073
AMIRAUX - SIMPLON - POISSONNIERS,1,inf1946,non-meuble,maison,28.852105906170024,34.611867313416006,20.185821789101592
PIGALLE - MARTYRS,1,inf1946,non-meuble,maison,31.27535352580723,37.51163366697143,21.92093331406092
CITROEN - BOUCICAUT,1,inf1946,non-meuble,maison,29.4,35.3,20.6
SAINT - GERMAIN DES PRES,1,inf1946,non-meuble,maison,33.99989863912653,40.79988174564761,23.799932426084354
BEL - AIR NORD,1,inf1946,non-meuble,maison,25.800076923119377,31.000091426109673,18.100052016774235
AUTEUIL SUD,1,inf1946,non-meuble,maison,29.4,35.3,20.6
PONT DE FLANDRE,1,inf1946,non-meuble,maison,27.299227178813517,32.799064479616355,19.099471227609246
SAINT - PHILIPPE DU ROULE,1,inf1946,non-meuble,maison,33.37477521676138,40.049730260113655,23.369289593768954
TERNES - MAILLOT,1,inf1946,non-meuble,maison,30.19998938630946,36.19998801791874,21.099994238949478
TRIANGLE D'OR,1,inf1946,non-meuble,maison,33.99994961572659,40.799940234735914,23.799965754740615
MARTIN LUTHER KING,1,inf1946,non-meuble,maison,30.092104156308057,36.07412151569274,21.028069437538704
BAS - BELLEVILLE,1,inf1946,non-meuble,maison,25.80026681435521,31.000315964368017,18.100182557190408
BLANCHE - TRINITE,1,inf1946,non-meuble,maison,31.191290550242844,37.41017966378669,21.862958103690126
RENNES,1,inf1946,non-meuble,maison,33.50432034050257,40.22170706391966,23.469546893668376
MANIN - JAURES,1,inf1946,non-meuble,maison,27.1770946410719,32.65244738277811,19.017952783200993
FAUBOURG MONTMARTRE,1,inf1946,non-meuble,maison,31.620873682893354,37.92864073649019,22.159223102498107
CLIGNANCOURT - JULES JOFFRIN,1,inf1946,non-meuble,maison,28.0,33.6,19.6
GOUTTE D'OR - CHATEAU ROUGE,1,inf1946,non-meuble,maison,29.05010956135491,34.847005303407144,20.32195105419153
LEGENDRE - LEVIS,1,inf1946,non-meuble,maison,30.199961631874825,36.19995615071409,21.099978075357043
CHAMPERRET - BERTHIER,1,inf1946,non-meuble,maison,30.2,36.2,21.1
HOCHE - FRIEDLAND,1,inf1946,non-meuble,maison,33.999716584325796,40.79965817560552,23.799801211054383
DAUPHINE,1,inf1946,non-meuble,maison,29.5,35.4,20.7
SECRETAN,1,inf1946,non-meuble,maison,26.222022766413016,31.506426769904365,18.381349121821177
JARDIN DES PLANTES,1,inf1946,non-meuble,maison,30.20095606985429,36.20116835817775,21.100672975252273
LA FOURCHE - GUY MOQUET,1,inf1946,non-meuble,maison,29.59997742404355,35.49997286322763,20.699984151205857
CHARLES HERMITE - EVANGILE,1,inf1946,non-meuble,maison,27.875387083628517,33.47537464828417,19.500278493274536
JEAN MOULIN - PORTE D'ORLEANS,1,inf1946,non-meuble,maison,30.20011422146725,36.20016236184789,21.10010525111426
INVALIDES,1,inf1946,non-meuble,maison,33.40000717519065,40.100008371055765,23.400004783460435
LOUIS BLANC - AQUEDUC,1,inf1946,non-meuble,maison,30.818252425723454,36.96190425235703,21.593387049903367
NOTRE - DAME DES CHAMPS,1,inf1946,non-meuble,maison,33.56556637328901,40.29315562340058,23.51037326268908
ITALIE - PEUPLIERS - RUNGIS,1,inf1946,non-meuble,maison,30.99981921303605,37.19978484007823,21.699872882041653
JARDIN DE REUILLY,1,inf1946,non-meuble,maison,27.135253640661755,32.578027077573026,19.010400257242154
SAINT - VINCENT DE PAUL - LARIBOISIERE,1,inf1946,non-meuble,maison,31.099980243298603,37.299976292006676,21.799985511929595
PLATEAU,1,inf1946,non-meuble,maison,26.015768069942343,31.25892124793686,18.243845864399287
MONTPARNASSE - RASPAIL,1,inf1946,non-meuble,maison,31.09175391623183,37.291757894463586,21.79174698660338
MUETTE SUD,1,inf1946,non-meuble,maison,29.4999810490846,35.399981049084595,20.6999810490846
PASTEUR - MONTPARNASSE,1,inf1946,non-meuble,maison,30.200053133123077,36.20006568885144,21.10003924012287
GRANGE AUX BELLES - TERRAGE,1,inf1946,non-meuble,maison,29.600067807076936,35.50008204015569,20.700050696239106
BIBLIOTHEQUE - SEINE,1,inf1946,non-meuble,maison,27.30017920246397,32.80020989419918,19.100123758940633
SENTIER - ARTS ET METIERS,1,inf1946,non-meuble,maison,32.89993081678729,39.49991582823754,22.99995272136562
CHATEAU D'EAU - LANCRY,1,inf1946,non-meuble,maison,29.60035058596862,35.50042131983034,20.700255246373015
SALPETRIERE - AUSTERLITZ,1,inf1946,non-meuble,maison,29.877135299528128,35.82149781008525,20.877357696526257
NATIONALE - DEUX MOULINS,1,inf1946,non-meuble,maison,28.7143393838281,34.48191686959359,20.093859924414275
NATION - ALEXANDRE DUMAS,1,inf1946,non-meuble,maison,30.199805123205262,36.19977161441243,21.099868666012835
BELLEVILLE - SAINT-MAUR,1,inf1946,non-meuble,maison,29.889073348721993,35.83725191593228,20.892715241571285
TEMPLE - ENFANTS ROUGES,1,inf1946,non-meuble,maison,32.899956665927185,39.49994733930522,22.99996970776713
MARAIS - PLACE DES VOSGES,1,inf1946,non-meuble,maison,33.128792555033215,39.77038822960316,23.166396591578106
MONTSOURIS - DAREAU,1,inf1946,non-meuble,maison,29.623670215807987,35.52761705851325,20.71578243991631
DUPLEIX - LA MOTTE PICQUET,1,inf1946,non-meuble,maison,29.40002217113734,35.30002595612664,20.600015211046003
LEON BLUM - FOLIE-REGNAULT,1,inf1946,non-meuble,maison,29.643199409504653,35.550398275553206,20.728798570800883
BASSIN DE LA VILLETTE,1,inf1946,non-meuble,maison,27.30000783334497,32.80000919566584,19.100005449283458
COURCELLES - WAGRAM,1,inf1946,non-meuble,maison,30.20005464480434,36.200066801697474,21.100040168281527
VIOLET - COMMERCE,1,inf1946,non-meuble,maison,29.399798117521122,35.299759274106165,20.599849328861527
PLACE DES FETES,1,inf1946,non-meuble,maison,27.3000439158702,32.80005155341284,19.100030550170576
ODEON,1,inf1946,non-meuble,maison,33.999949683324125,40.799940534837596,23.799963406053912
MASSENA - JEANNE D'ARC,1,inf1946,non-meuble,maison,27.3,32.8,19.1
TELEGRAPHE - PELLEPORT - SAINT-FARGEAU,1,inf1946,non-meuble,maison,27.154657227684357,32.625526006367224,19.003070408863238
ALIGRE - GARE DE LYON,1,inf1946,non-meuble,maison,29.59994465486873,35.49993461590312,20.69996228846876
ALLERAY - PROCESSION,1,inf1946,non-meuble,maison,28.718938546503402,34.48508742125984,20.086642651399398
AUTEUIL NORD,1,inf1946,non-meuble,maison,29.40001425327602,35.30001425327602,20.600014253276026
VAUGIRARD - PARC DES EXPOSITIONS,1,inf1946,non-meuble,maison,28.817882047354143,34.61204241960035,20.176641488984835
BEL - AIR SUD,1,inf1946,non-meuble,maison,25.88243760125109,31.097426256024015,18.156207455398473
LOUVRE - OPERA,1,inf1946,non-meuble,maison,33.66545208275358,40.401224709984376,23.56179331181943
VALLEE DE FECAMP,1,inf1946,non-meuble,maison,27.978118188306915,33.574139677089995,19.585080582936538
CAMBRONNE - GARIBALDI,1,inf1946,non-meuble,maison,30.20004493940255,36.20005791931972,21.10003474309761
HALLES - BEAUBOURG - MONTORGUEIL,1,inf1946,non-meuble,maison,32.26713833470656,38.71991609728346,22.58797169084119
MUETTE NORD,1,inf1946,non-meuble,maison,29.500008635410378,35.40001040677661,20.700005978361034
PORTE DES LILAS,1,inf1946,non-meuble,maison,27.296926873718846,32.79627982534204,19.09789730488059
EMERIAU - ZOLA,1,inf1946,non-meuble,maison,29.4,35.3,20.6
PORTE SAINT-DENIS - PARADIS,1,inf1946,non-meuble,maison,31.099936468559388,37.299924009806844,21.79995266767013
GEORGES BRASSENS,1,inf1946,non-meuble,maison,28.300055182220103,34.00006540114975,19.800038831932664
MONTMARTRE,1,inf1946,non-meuble,maison,28.00006224490636,33.60007429230759,19.600044173804516
ROSA PARKS - MACDONALD,1,inf1946,non-meuble,maison,27.281035802889257,32.776947530299545,19.086713114083445
REUNION - PERE LACHAISE,1,inf1946,non-meuble,maison,26.44593709583401,31.77512268682933,18.530626514129583
